id,IPL_year,Match_Info,Match_Date,Match_Team,Match_Result,Match_Cricbuzz_URL,URL,Stadium,Location,Highlights_available
5686059,2008,1st match,18-04-2008,ROYAL CHALLENGERS BANGALORE vs KOLKATA KNIGHT RIDERS,Kolkata Knight Riders won by 140 runs,https://www.cricbuzz.com/cricket-scores/10557/rcb-vs-kkr-1st-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10557/rcb-vs-kkr-1st-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,FALSE
7762380,2008,2nd match,19-04-2008,KINGS XI PUNJAB vs CHENNAI SUPER KINGS,Chennai Super Kings won by 33 runs,https://www.cricbuzz.com/cricket-scores/10556/kxip-vs-csk-2nd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10556/kxip-vs-csk-2nd-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,FALSE
1491263,2008,3rd match,19-04-2008,DELHI CAPITALS vs RAJASTHAN ROYALS,Delhi Daredevils won by 9 wickets (with 29 balls remaining),https://www.cricbuzz.com/cricket-scores/10555/dc-vs-rr-3rd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10555/dc-vs-rr-3rd-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,FALSE
7662859,2008,4th match,20-04-2008,KOLKATA KNIGHT RIDERS vs DECCAN CHARGERS,Kolkata Knight Riders won by 5 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10554/kkr-vs-dcg-4th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10554/kkr-vs-dcg-4th-match-indian-premier-league-2008,Eden Gardens,Kolkata,FALSE
8361472,2008,5th match,20-04-2008,MUMBAI INDIANS vs ROYAL CHALLENGERS BANGALORE,Royal Challengers Bangalore won by 5 wickets (with 2 balls remaining),https://www.cricbuzz.com/cricket-scores/10553/mi-vs-rcb-5th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10553/mi-vs-rcb-5th-match-indian-premier-league-2008,Wankhede Stadium,Mumbai,FALSE
9802433,2008,6th match,21-04-2008,RAJASTHAN ROYALS vs KINGS XI PUNJAB,Rajasthan Royals won by 6 wickets (with 11 balls remaining),https://www.cricbuzz.com/cricket-scores/10552/rr-vs-kxip-6th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10552/rr-vs-kxip-6th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,FALSE
6119559,2008,7th match,22-04-2008,DECCAN CHARGERS vs DELHI CAPITALS,Delhi Daredevils won by 9 wickets (with 42 balls remaining),https://www.cricbuzz.com/cricket-scores/10551/dcg-vs-dc-7th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10551/dcg-vs-dc-7th-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,FALSE
8777005,2008,8th match,23-04-2008,CHENNAI SUPER KINGS vs MUMBAI INDIANS,Chennai Super Kings won by 6 runs,https://www.cricbuzz.com/cricket-scores/10550/csk-vs-mi-8th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10550/csk-vs-mi-8th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,FALSE
8633404,2008,9th match,24-04-2008,DECCAN CHARGERS vs RAJASTHAN ROYALS,Rajasthan Royals won by 3 wickets (with 1 ball remaining),https://www.cricbuzz.com/cricket-scores/10549/dcg-vs-rr-9th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10549/dcg-vs-rr-9th-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,FALSE
9355097,2008,10th match,25-04-2008,KINGS XI PUNJAB vs MUMBAI INDIANS,Kings XI Punjab won by 66 runs,https://www.cricbuzz.com/cricket-scores/10548/kxip-vs-mi-10th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10548/kxip-vs-mi-10th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,FALSE
6264638,2008,11th match,26-04-2008,CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS,Chennai Super Kings won by 9 wickets (with 18 balls remaining),https://www.cricbuzz.com/cricket-scores/10547/csk-vs-kkr-11th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10547/csk-vs-kkr-11th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,FALSE
4322213,2008,12th match,26-04-2008,ROYAL CHALLENGERS BANGALORE vs RAJASTHAN ROYALS,Rajasthan Royals won by 7 wickets (with 17 balls remaining),https://www.cricbuzz.com/cricket-scores/10546/rcb-vs-rr-12th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10546/rcb-vs-rr-12th-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,FALSE
7982546,2008,13th match,27-04-2008,KINGS XI PUNJAB vs DELHI CAPITALS,Kings XI Punjab won by 4 wickets (with 3 balls remaining),https://www.cricbuzz.com/cricket-scores/10545/kxip-vs-dc-13th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10545/kxip-vs-dc-13th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,FALSE
5770260,2008,14th match,27-04-2008,MUMBAI INDIANS vs DECCAN CHARGERS,Deccan Chargers won by 10 wickets (with 48 balls remaining),https://www.cricbuzz.com/cricket-scores/10543/mi-vs-dcg-14th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10543/mi-vs-dcg-14th-match-indian-premier-league-2008,Dr DY Patil Sports Academy,Mumbai,FALSE
6700491,2008,15th match,28-04-2008,ROYAL CHALLENGERS BANGALORE vs CHENNAI SUPER KINGS,Chennai Super Kings won by 13 runs,https://www.cricbuzz.com/cricket-scores/10544/rcb-vs-csk-15th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10544/rcb-vs-csk-15th-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,FALSE
9790268,2008,16th match,29-04-2008,KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS,Mumbai Indians won by 7 wickets (with 8 balls remaining),https://www.cricbuzz.com/cricket-scores/10542/kkr-vs-mi-16th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10542/kkr-vs-mi-16th-match-indian-premier-league-2008,Eden Gardens,Kolkata,FALSE
1188317,2008,17th match,30-04-2008,DELHI CAPITALS vs ROYAL CHALLENGERS BANGALORE,Delhi Daredevils won by 10 runs,https://www.cricbuzz.com/cricket-scores/10541/dc-vs-rcb-17th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10541/dc-vs-rcb-17th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,FALSE
1745431,2008,18th match,01-05-2008,RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS,Rajasthan Royals won by 45 runs,https://www.cricbuzz.com/cricket-scores/10540/rr-vs-kkr-18th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10540/rr-vs-kkr-18th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,FALSE
1412649,2008,19th match,01-05-2008,DECCAN CHARGERS vs KINGS XI PUNJAB,Kings XI Punjab won by 7 wickets (with 7 balls remaining),https://www.cricbuzz.com/cricket-scores/10539/dcg-vs-kxip-19th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10539/dcg-vs-kxip-19th-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,FALSE
5342513,2008,20th match,02-05-2008,CHENNAI SUPER KINGS vs DELHI CAPITALS,Delhi Daredevils won by 8 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10538/csk-vs-dc-20th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10538/csk-vs-dc-20th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,FALSE
7991326,2008,21st match,03-05-2008,ROYAL CHALLENGERS BANGALORE vs DECCAN CHARGERS,Royal Challengers Bangalore won by 3 runs,https://www.cricbuzz.com/cricket-scores/10537/rcb-vs-dcg-21st-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10537/rcb-vs-dcg-21st-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,FALSE
5490326,2008,22nd match,03-05-2008,KINGS XI PUNJAB vs KOLKATA KNIGHT RIDERS,Kings XI Punjab won by 9 runs,https://www.cricbuzz.com/cricket-scores/10535/kxip-vs-kkr-22nd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10535/kxip-vs-kkr-22nd-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,FALSE
5839401,2008,23rd match,04-05-2008,MUMBAI INDIANS vs DELHI CAPITALS,Mumbai Indians won by 29 runs,https://www.cricbuzz.com/cricket-scores/10536/mi-vs-dc-23rd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10536/mi-vs-dc-23rd-match-indian-premier-league-2008,Dr DY Patil Sports Academy,Mumbai,FALSE
9487943,2008,24th match,04-05-2008,RAJASTHAN ROYALS vs CHENNAI SUPER KINGS,Rajasthan Royals won by 8 wickets (with 34 balls remaining),https://www.cricbuzz.com/cricket-scores/10534/rr-vs-csk-24th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10534/rr-vs-csk-24th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,FALSE
4969343,2008,25th match,05-05-2008,ROYAL CHALLENGERS BANGALORE vs KINGS XI PUNJAB,Kings XI Punjab won by 6 wickets (with 10 balls remaining),https://www.cricbuzz.com/cricket-scores/10532/rcb-vs-kxip-25th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10532/rcb-vs-kxip-25th-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,FALSE
4935766,2008,26th match,06-05-2008,CHENNAI SUPER KINGS vs DECCAN CHARGERS,Deccan Chargers won by 7 wickets (with 12 balls remaining),https://www.cricbuzz.com/cricket-scores/10533/csk-vs-dcg-26th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10533/csk-vs-dcg-26th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,FALSE
6966337,2008,27th match,07-05-2008,MUMBAI INDIANS vs RAJASTHAN ROYALS,Mumbai Indians won by 7 wickets (with 29 balls remaining),https://www.cricbuzz.com/cricket-scores/10530/mi-vs-rr-27th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10530/mi-vs-rr-27th-match-indian-premier-league-2008,Dr DY Patil Sports Academy,Mumbai,FALSE
8468928,2008,28th match,08-05-2008,DELHI CAPITALS vs CHENNAI SUPER KINGS,Chennai Super Kings won by 4 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10531/dc-vs-csk-28th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10531/dc-vs-csk-28th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,FALSE
1323900,2008,29th match,08-05-2008,KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BANGALORE,Kolkata Knight Riders won by 5 runs,https://www.cricbuzz.com/cricket-scores/10529/kkr-vs-rcb-29th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10529/kkr-vs-rcb-29th-match-indian-premier-league-2008,Eden Gardens,Kolkata,FALSE
5389073,2008,30th match,09-05-2008,RAJASTHAN ROYALS vs DECCAN CHARGERS,Rajasthan Royals won by 8 wickets (with 24 balls remaining),https://www.cricbuzz.com/cricket-scores/10527/rr-vs-dcg-30th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10527/rr-vs-dcg-30th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,FALSE
7349528,2008,31st match,10-05-2008,CHENNAI SUPER KINGS vs KINGS XI PUNJAB,Chennai Super Kings won by 18 runs,https://www.cricbuzz.com/cricket-scores/10528/csk-vs-kxip-31st-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10528/csk-vs-kxip-31st-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,FALSE
8995823,2008,32nd match,11-05-2008,DECCAN CHARGERS vs KOLKATA KNIGHT RIDERS,Kolkata Knight Riders won by 23 runs,https://www.cricbuzz.com/cricket-scores/10526/dcg-vs-kkr-32nd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10526/dcg-vs-kkr-32nd-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,FALSE
3789354,2008,33rd match,11-05-2008,RAJASTHAN ROYALS vs DELHI CAPITALS,Rajasthan Royals won by 3 wickets (with 5 balls remaining),https://www.cricbuzz.com/cricket-scores/10524/rr-vs-dc-33rd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10524/rr-vs-dc-33rd-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,FALSE
3966046,2008,34th match,12-05-2008,KINGS XI PUNJAB vs ROYAL CHALLENGERS BANGALORE,Kings XI Punjab won by 9 wickets (with 26 balls remaining),https://www.cricbuzz.com/cricket-scores/10525/kxip-vs-rcb-34th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10525/kxip-vs-rcb-34th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,FALSE
4686293,2008,35th match,13-05-2008,KOLKATA KNIGHT RIDERS vs DELHI CAPITALS,Kolkata Knight Riders won by 23 runs,https://www.cricbuzz.com/cricket-scores/10523/kkr-vs-dc-35th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10523/kkr-vs-dc-35th-match-indian-premier-league-2008,Eden Gardens,Kolkata,FALSE
8007793,2008,36th match,14-05-2008,MUMBAI INDIANS vs CHENNAI SUPER KINGS,Mumbai Indians won by 9 wickets (with 37 balls remaining),https://www.cricbuzz.com/cricket-scores/10522/mi-vs-csk-36th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10522/mi-vs-csk-36th-match-indian-premier-league-2008,Wankhede Stadium,Mumbai,FALSE
9226105,2008,37th match,15-05-2008,DELHI CAPITALS vs DECCAN CHARGERS,Delhi Daredevils won by 12 runs,https://www.cricbuzz.com/cricket-scores/10521/dc-vs-dcg-37th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10521/dc-vs-dcg-37th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,FALSE
3022340,2008,38th match,16-05-2008,MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS,Mumbai Indians won by 8 wickets (with 87 balls remaining),https://www.cricbuzz.com/cricket-scores/10520/mi-vs-kkr-38th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10520/mi-vs-kkr-38th-match-indian-premier-league-2008,Wankhede Stadium,Mumbai,FALSE
3435864,2008,39th match,17-05-2008,RAJASTHAN ROYALS vs ROYAL CHALLENGERS BANGALORE,Rajasthan Royals won by 65 runs,https://www.cricbuzz.com/cricket-scores/10518/rr-vs-rcb-39th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10518/rr-vs-rcb-39th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,FALSE
7421547,2008,40th match,17-05-2008,DELHI CAPITALS vs KINGS XI PUNJAB,Kings XI Punjab won by 6 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10519/dc-vs-kxip-40th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10519/dc-vs-kxip-40th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,FALSE
9866842,2008,41st match,18-05-2008,KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS,Chennai Super Kings won by 3 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10517/kkr-vs-csk-41st-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10517/kkr-vs-csk-41st-match-indian-premier-league-2008,Eden Gardens,Kolkata,FALSE
1619817,2008,42nd match,18-05-2008,DECCAN CHARGERS vs MUMBAI INDIANS,Mumbai Indians won by 25 runs,https://www.cricbuzz.com/cricket-scores/10515/dcg-vs-mi-42nd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10515/dcg-vs-mi-42nd-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,FALSE
3490383,2008,43rd match,19-05-2008,ROYAL CHALLENGERS BANGALORE vs DELHI CAPITALS,Delhi Daredevils won by 5 wickets (with 10 balls remaining),https://www.cricbuzz.com/cricket-scores/10516/rcb-vs-dc-43rd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10516/rcb-vs-dc-43rd-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,FALSE
3059328,2008,44th match,20-05-2008,KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS,Rajasthan Royals won by 6 wickets (with 21 balls remaining),https://www.cricbuzz.com/cricket-scores/10514/kkr-vs-rr-44th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10514/kkr-vs-rr-44th-match-indian-premier-league-2008,Eden Gardens,Kolkata,FALSE
9898756,2008,45th match,21-05-2008,MUMBAI INDIANS vs KINGS XI PUNJAB,Kings XI Punjab won by 1 run,https://www.cricbuzz.com/cricket-scores/10512/mi-vs-kxip-45th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10512/mi-vs-kxip-45th-match-indian-premier-league-2008,Wankhede Stadium,Mumbai,FALSE
7959129,2008,46th match,21-05-2008,CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BANGALORE,Royal Challengers Bangalore won by 14 runs,https://www.cricbuzz.com/cricket-scores/10513/csk-vs-rcb-46th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10513/csk-vs-rcb-46th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,FALSE
4530466,2008,47th match,22-05-2008,DELHI CAPITALS vs KOLKATA KNIGHT RIDERS,Match abandoned without a ball bowled,https://www.cricbuzz.com/cricket-scores/10511/dc-vs-kkr-47th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10511/dc-vs-kkr-47th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,FALSE
1931287,2008,48th match,23-05-2008,KINGS XI PUNJAB vs DECCAN CHARGERS,Kings XI Punjab won by 6 wickets (with 3 balls remaining),https://www.cricbuzz.com/cricket-scores/10510/kxip-vs-dcg-48th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10510/kxip-vs-dcg-48th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,FALSE
8144730,2008,49th match,24-05-2008,CHENNAI SUPER KINGS vs RAJASTHAN ROYALS,Rajasthan Royals won by 10 runs,https://www.cricbuzz.com/cricket-scores/10509/csk-vs-rr-49th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10509/csk-vs-rr-49th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,FALSE
3098198,2008,50th match,24-05-2008,DELHI CAPITALS vs MUMBAI INDIANS,Delhi Daredevils won by 5 wickets (with 1 ball remaining),https://www.cricbuzz.com/cricket-scores/10508/dc-vs-mi-50th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10508/dc-vs-mi-50th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,FALSE
3771943,2008,51st match,25-05-2008,DECCAN CHARGERS vs ROYAL CHALLENGERS BANGALORE,Royal Challengers Bangalore won by 5 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10507/dcg-vs-rcb-51st-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10507/dcg-vs-rcb-51st-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,FALSE
5408446,2008,52nd match,25-05-2008,KOLKATA KNIGHT RIDERS vs KINGS XI PUNJAB,Kolkata Knight Riders won by 3 wickets (with 2 balls remaining),https://www.cricbuzz.com/cricket-scores/10506/kkr-vs-kxip-52nd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10506/kkr-vs-kxip-52nd-match-indian-premier-league-2008,Eden Gardens,Kolkata,FALSE
5820324,2008,53rd match,26-05-2008,RAJASTHAN ROYALS vs MUMBAI INDIANS,Rajasthan Royals won by 5 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10505/rr-vs-mi-53rd-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10505/rr-vs-mi-53rd-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,FALSE
6849243,2008,54th match,27-05-2008,DECCAN CHARGERS vs CHENNAI SUPER KINGS,Chennai Super Kings won by 7 wickets (with 4 balls remaining),https://www.cricbuzz.com/cricket-scores/10504/dcg-vs-csk-54th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10504/dcg-vs-csk-54th-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,FALSE
7836537,2008,55th match,28-05-2008,ROYAL CHALLENGERS BANGALORE vs MUMBAI INDIANS,Mumbai Indians won by 9 wickets (with 12 balls remaining),https://www.cricbuzz.com/cricket-scores/10503/rcb-vs-mi-55th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10503/rcb-vs-mi-55th-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,FALSE
3966152,2008,56th match,28-05-2008,KINGS XI PUNJAB vs RAJASTHAN ROYALS,Kings XI Punjab won by 41 runs,https://www.cricbuzz.com/cricket-scores/10502/kxip-vs-rr-56th-match-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10502/kxip-vs-rr-56th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,FALSE
2254688,2008,1st Semi-Final,30-05-2008,DELHI CAPITALS vs RAJASTHAN ROYALS,Rajasthan Royals won by 105 runs,https://www.cricbuzz.com/cricket-scores/10500/dc-vs-rr-1st-semi-final-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10500/dc-vs-rr-1st-semi-final-indian-premier-league-2008,Wankhede Stadium,Mumbai,FALSE
9826634,2008,2nd Semi-Final,31-05-2008,CHENNAI SUPER KINGS vs KINGS XI PUNJAB,Chennai Super Kings won by 9 wickets (with 31 balls remaining),https://www.cricbuzz.com/cricket-scores/10501/csk-vs-kxip-2nd-semi-final-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10501/csk-vs-kxip-2nd-semi-final-indian-premier-league-2008,Wankhede Stadium,Mumbai,FALSE
3822087,2008,Final,01-06-2008,CHENNAI SUPER KINGS vs RAJASTHAN ROYALS,Rajasthan Royals won by 3 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10558/csk-vs-rr-final-indian-premier-league-2008,https://www.cricbuzz.com/live-cricket-scorecard/10558/csk-vs-rr-final-indian-premier-league-2008,Dr DY Patil Sports Academy,Mumbai,FALSE
3317614,2009,1st match,18-04-2009,CHENNAI SUPER KINGS vs MUMBAI INDIANS,Mumbai Indians won by 19 runs,https://www.cricbuzz.com/cricket-scores/10605/csk-vs-mi-1st-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10605/csk-vs-mi-1st-match-indian-premier-league-2009,Newlands,Cape Town,FALSE
3347936,2009,2nd match,18-04-2009,ROYAL CHALLENGERS BANGALORE vs RAJASTHAN ROYALS,Royal Challengers Bangalore won by 75 runs,https://www.cricbuzz.com/cricket-scores/10604/rcb-vs-rr-2nd-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10604/rcb-vs-rr-2nd-match-indian-premier-league-2009,Newlands,Cape Town,FALSE
4315416,2009,3rd match,19-04-2009,DELHI CAPITALS vs KINGS XI PUNJAB,Delhi Daredevils won by 10 wickets (with 7 balls remaining) (D/L method),https://www.cricbuzz.com/cricket-scores/10603/dc-vs-kxip-3rd-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10603/dc-vs-kxip-3rd-match-indian-premier-league-2009,Newlands,Cape Town,FALSE
4089729,2009,4th match,19-04-2009,DECCAN CHARGERS vs KOLKATA KNIGHT RIDERS,Deccan Chargers won by 8 wickets (with 41 balls remaining),https://www.cricbuzz.com/cricket-scores/10602/dcg-vs-kkr-4th-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10602/dcg-vs-kkr-4th-match-indian-premier-league-2009,Newlands,Cape Town,FALSE
4745613,2009,5th match,20-04-2009,ROYAL CHALLENGERS BANGALORE vs CHENNAI SUPER KINGS,Chennai Super Kings won by 92 runs,https://www.cricbuzz.com/cricket-scores/10601/rcb-vs-csk-5th-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10601/rcb-vs-csk-5th-match-indian-premier-league-2009,St George's Park,Port Elizabeth,FALSE
1501507,2009,6th match,21-04-2009,KINGS XI PUNJAB vs KOLKATA KNIGHT RIDERS,Kolkata Knight Riders won by 11 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10600/kxip-vs-kkr-6th-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10600/kxip-vs-kkr-6th-match-indian-premier-league-2009,Kingsmead,Durban,FALSE
7605696,2009,7th match,21-04-2009,MUMBAI INDIANS vs RAJASTHAN ROYALS,Match abandoned without a ball bowled,https://www.cricbuzz.com/cricket-scores/10599/mi-vs-rr-7th-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10599/mi-vs-rr-7th-match-indian-premier-league-2009,Kingsmead,Durban,FALSE
4178957,2009,8th match,22-04-2009,ROYAL CHALLENGERS BANGALORE vs DECCAN CHARGERS,Deccan Chargers won by 24 runs,https://www.cricbuzz.com/cricket-scores/10598/rcb-vs-dcg-8th-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10598/rcb-vs-dcg-8th-match-indian-premier-league-2009,Newlands,Cape Town,FALSE
3652309,2009,9th match,23-04-2009,CHENNAI SUPER KINGS vs DELHI CAPITALS,Delhi Daredevils won by 9 runs,https://www.cricbuzz.com/cricket-scores/10597/csk-vs-dc-9th-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10597/csk-vs-dc-9th-match-indian-premier-league-2009,Kingsmead,Durban,FALSE
2344203,2009,10th match,23-04-2009,KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS,Match tied (Rajasthan Royals won the one-over eliminator),https://www.cricbuzz.com/cricket-scores/10596/kkr-vs-rr-10th-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10596/kkr-vs-rr-10th-match-indian-premier-league-2009,Newlands,Cape Town,FALSE
5544775,2009,11th match,24-04-2009,ROYAL CHALLENGERS BANGALORE vs KINGS XI PUNJAB,Kings XI Punjab won by 7 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10595/rcb-vs-kxip-11th-match-indian-premier-league-2009,https://www.cricbuzz.com/live-cricket-scorecard/10595/rcb-vs-kxip-11th-match-indian-premier-league-2009,Kingsmead,Durban,FALSE
